global_order,image_path,variant,hardware_source,native_pixels,image_dir,marker_sha256,wall_seconds,gradient_seconds,reference_seconds
116,train/attack/digital_2/scan/indian-NF-1061.jpg,digital_2,scan,2485770,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/116_beddcb399a63,b1026cb83965ed063c7060f9df079635fbff0439e94391feaf9b33d041881291,34.206167541997274,17.350870382011635,6.956482407993462
117,train/attack/digital_1/huawei/persian-144_03.jpg,digital_1,huawei,5743710,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/117_392f79c027bf,92bc3cb9d371b137ca52e0bede2515b073094f22f042217a136de7d094326eb1,469.6859759260042,247.11956227499468,190.940104926005
118,train/attack/digital_1/iphone15pro/persian-144_03.jpg,digital_1,iphone15pro,4221728,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/118_b95af17b15d7,60552700285339f93d3de88ae82792ed084479d58a7ede7fda3dedd0f7acdc7a,64.75892364599713,37.74839602698921,13.748082584002987
119,train/attack/digital_1/scan/persian-144_03.jpg,digital_1,scan,2492256,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/119_c74106c37608,10ea5710740ba193bceff83672a22511906cbbca42ec01fbb544330a292c22b8,33.914150876997155,17.28947693702503,6.902687187990523
120,train/attack/digital_2/huawei/persian-144_03.jpg,digital_2,huawei,5743710,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/120_b65dc18f6be9,d27e302fb07d7c8315c2ebbbfe64792deffeb048660894bb4f0755ea194d7492,501.55981999500364,261.1327951219864,207.5985076739962
121,train/attack/digital_2/iphone15pro/persian-144_03.jpg,digital_2,iphone15pro,4221728,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/121_edd5a6a6a71d,9ea70643225229df08c153105956b96d00490bd4c0be26d787bd1d95e045d518,65.34668361600052,37.828542857016146,13.718430336011807
122,train/attack/digital_2/scan/persian-144_03.jpg,digital_2,scan,2492256,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/122_404dbd1bc3d8,8199fbe709af083edc699a3bceea8c7fcec2911a1e97bf3adda4838e4d796c2d,32.75891810699977,17.26471029099048,6.812106055003824
123,train/attack/digital_1/huawei/persian-NF-1018.jpg,digital_1,huawei,6282598,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/123_df5fd0d17eb0,55bfeeecec567165f05c78b433c803479e9b1de3d5dc2b7bab2ee38aaf211117,738.4537406050003,403.5874823320046,293.73235065199697
124,train/attack/digital_1/iphone15pro/persian-NF-1018.jpg,digital_1,iphone15pro,5014322,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/124_a9c9beab7918,5dc99e59ec92ee11eb4d6891392585b6efb2fc7a053fff9f7e391898d433f0e1,159.81805211499886,120.60473531898606,17.260476033996383
125,train/attack/digital_1/scan/persian-NF-1018.jpg,digital_1,scan,2491506,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/125_eef08f9e3f22,ece5a9fa31c6cf087c375ca4047c0244f24240d014668bbe9862858f2225b7da,34.59142192100262,17.407949868997093,7.028395460009051
126,train/attack/digital_2/huawei/persian-NF-1018.jpg,digital_2,huawei,6282598,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/126_272b39b34fec,1790ecd2ebf494a0a2addf75a9771ce30c61857d32a4d6b9a2d13c1bcec8090d,873.6084211039997,514.4905970650216,315.51459035199514
127,train/attack/digital_2/iphone15pro/persian-NF-1018.jpg,digital_2,iphone15pro,5014322,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/127_1d204f601ac1,348c5b9b917a4253de38139a28d3ffff0ed6026b47337d0affccf3c3acf4e2e6,150.96920868400048,114.49705440501566,17.010923680005362
128,train/attack/digital_2/scan/persian-NF-1018.jpg,digital_2,scan,2491506,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/128_474eca139c7a,dfc29eccabb3da474051461940afb7010f066f53a2408e1157bc2597196f9e8e,31.705761668003106,17.209952400015027,6.9110977509917575
129,train/attack/digital_1/huawei/persian-NF-1097.jpg,digital_1,huawei,6354078,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/129_0fd2e29de4fb,23415801064f975ba48a0d3b3683c96a9c1ccb111cc154bbd97c34a1906458fa,839.6994524699985,444.0251558959935,354.6366495629991
130,train/attack/digital_1/iphone15pro/persian-NF-1097.jpg,digital_1,iphone15pro,4964400,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/130_3781ce7689be,8926620deae7580b5851b35812fae65ccde719cd23eb305854c6492623046384,123.55572570399818,86.83449320197542,17.24401354099973
131,train/attack/digital_1/scan/persian-NF-1097.jpg,digital_1,scan,2490754,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/131_f302052abbb9,08313fb74ff14963bb6087a943d68993265a564bdd6ee0ba790012bb6d103925,32.30190732199844,17.314734573985334,6.989635724989057
132,train/attack/digital_2/huawei/persian-NF-1097.jpg,digital_2,huawei,6354078,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/132_d8fa9c819ba0,9d99615934f4f51aca596f7e529a18f394721a3815b0f4409d68cd925afe7228,876.897395865999,463.0255444869981,369.79264621100447
133,train/attack/digital_2/iphone15pro/persian-NF-1097.jpg,digital_2,iphone15pro,4964400,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/133_0141c78ab92e,ff28df0a99f822c03164be7f1eea3d2a5dcf5857ec05e5c12237bd4050271bbf,125.72881737100397,88.05743657499988,17.371732838000753
134,train/attack/digital_2/scan/persian-NF-1097.jpg,digital_2,scan,2490754,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/134_23f519e0b01f,19d6923f7244df69fa93e32a67e5d982cf7939987d19f9c9493dcd9d6e80e8eb,32.3247430420015,17.330610050994437,7.010234211978968
135,train/attack/digital_1/huawei/persian-NM-1035.jpg,digital_1,huawei,6294624,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/135_c9cee6c60957,80e792b6a44c6cc04d9184219328778d694b4dfabb9b9d152b196ebf57d64223,621.3543038060016,367.07902565399854,210.83007672700478
136,train/attack/digital_1/iphone15pro/persian-NM-1035.jpg,digital_1,iphone15pro,5145830,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/136_000b41c1fc8a,6707eda654ffa27328ab545a7f42f1ba32e3354c60623264f50221d2821d46f1,303.9839347779998,182.5552681670015,96.39787955999054
137,train/attack/digital_1/scan/persian-NM-1035.jpg,digital_1,scan,2486518,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/137_15b12ca31712,77079cb3d305627f776d8c9360931bb22933703d49d45a4ed541a01bba522c4d,36.04583591600385,18.830434368006536,8.042509374005022
138,train/attack/digital_2/huawei/persian-NM-1035.jpg,digital_2,huawei,6294624,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/138_2f2cf8122deb,69ea3b7f590ad8aecc9dab495978968127c638789fa2193e5ab89f99597590aa,734.1762084500006,474.79585453700565,215.9067037709974
139,train/attack/digital_2/iphone15pro/persian-NM-1035.jpg,digital_2,iphone15pro,5145830,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/139_7e808dc5de23,cc1e779665dcafa0addf8626fe5ac554d8a6785dcdd29bb24c0e1da15eb411ca,317.42373534200306,184.09853881001618,108.8202005250132
140,train/attack/digital_2/scan/persian-NM-1035.jpg,digital_2,scan,2486518,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/140_ff9a6a72c2a2,0f0da8dffeec7e62dbf77d2ced0f1289b858f830317e3086b9cf6eea656472e2,37.273068796996085,19.250538891981705,8.233907344001636
141,train/attack/digital_1/huawei/portugal-013_03.jpg,digital_1,huawei,5703192,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/141_7ea7b7a1df39,934f984a895ad4f5b3984d62d78bb8499289d52a2d0354ef2784e48fe384c501,401.6586472819981,227.06788747000246,143.25245316499058
142,train/attack/digital_1/iphone15pro/portugal-013_03.jpg,digital_1,iphone15pro,4262574,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/142_d96ab5a1cbf8,4dbf36fb81bb20a356f6fb8c0bc14e65a71d4b1552ed4eefd97208407f8315f2,66.63432226499572,38.59079088701401,14.07027170699439
143,train/attack/digital_1/scan/portugal-013_03.jpg,digital_1,scan,2485512,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/143_49af15556b38,6b305abf67f7585c2d933f9e17c872279ffe17b046082f845ada6e5dd57f187c,32.12481846800074,17.288406430998293,6.888348045002203
144,train/attack/digital_2/huawei/portugal-013_03.jpg,digital_2,huawei,5703192,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/144_1649c58561d3,158029557dfcb24e1f87e5f7b7d0858aa0edb96eeb36fb549abf628317179d37,402.3576502989963,227.1896437309988,142.903411742991
145,train/attack/digital_2/iphone15pro/portugal-013_03.jpg,digital_2,iphone15pro,4262574,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/145_938ada69d803,ef7113669f24df540ca27b086d3626cde0f02356425e6bad68e7c4c8c9973a52,66.38288141399971,38.5728045410433,14.050234413007274
146,train/attack/digital_2/scan/portugal-013_03.jpg,digital_2,scan,2485512,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/146_b473e0fcdd4a,8c4ffef93504071565b80e5ae2c122ad8c1415e0249843a736fee4c3da685673,32.52717396799562,17.282327158020053,6.921495320981194
147,train/attack/digital_1/huawei/portugal-017_03.jpg,digital_1,huawei,6350611,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/147_c39a0d5e1bc2,ab6f2bdb19baf6e0e48dddae78b9e153b36799b42e7c698fa9c99448f53799d0,808.3061446829961,436.97094191600627,324.9890448960068
148,train/attack/digital_1/iphone15pro/portugal-017_03.jpg,digital_1,iphone15pro,5173260,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/148_f6083f363d27,3c34fee91957f26022c7ad990f9d6a7c980e3457b4625bcdc9e73ca0cb61fd41,341.16839967000124,196.85847972699412,118.00708293299249
149,train/attack/digital_1/scan/portugal-017_03.jpg,digital_1,scan,2490000,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/149_e4bb489e2754,b34f05476ea143c792111810b8c6d71f80a4cf85ed126ec701ec04d63516eeb5,32.15827826200257,17.25844707399665,6.863461858993105
150,train/attack/digital_2/huawei/portugal-017_03.jpg,digital_2,huawei,6350611,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/150_dce2dffaebe9,b8eb82d695a8cb0ac8ea459780d9a2cb8bd32ee82a7d9b86cf88c4d8c279e314,933.2782663580001,479.940908664008,408.8126983050024
151,train/attack/digital_2/iphone15pro/portugal-017_03.jpg,digital_2,iphone15pro,5173260,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/151_271dc7a0442b,bb67d36bf4be143be4274b754a3339312d61001cbc2ed880db5b47b04718309a,352.62554459700186,204.43277072803176,122.64006333200086
152,train/attack/digital_2/scan/portugal-017_03.jpg,digital_2,scan,2490000,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/152_f6137f1def06,7770605a73acd12313675ab3905b2431f74c6eb47e6e80f19f5c68c10d7a6fac,33.860454352994566,17.19915499901981,6.926326881010027
153,train/attack/digital_1/huawei/portugal-029_03.jpg,digital_1,huawei,6323700,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/153_74cbfa8bd0e8,f188c523c8cc195fc34faa43138cfb3ceabe65067f3313ddec3eab5fe81e8e06,851.7838701169967,433.44256543599477,375.42998608799826
154,train/attack/digital_1/iphone15pro/portugal-029_03.jpg,digital_1,iphone15pro,5088825,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/154_45c88920e359,5184653ab3815b743902ff493405201d756d335ef3831e8eff92dc0eddddad11,295.386388525003,185.13543271299568,85.3988765650065
155,train/attack/digital_1/scan/portugal-029_03.jpg,digital_1,scan,2484024,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/155_b6f71508eee8,72a2fe5d9935a5308239e2ea5b1fa90fdae54d0e1a6c5fce4fb0d7c8f47f4738,33.7563044760027,17.156571933985106,6.892563601999427
156,train/attack/digital_2/huawei/portugal-029_03.jpg,digital_2,huawei,6323700,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/156_87ac7a25cf1b,6fdc5f771506f3bd0340d68ef72d5b41bfc13d7c32276407fb1ecc69cd611908,849.7371374840004,437.53137237301416,369.22753532699426
157,train/attack/digital_2/iphone15pro/portugal-029_03.jpg,digital_2,iphone15pro,5088825,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/157_a1b72c4f4ad0,4c14038b555cf698fbbf62accab40ccb1cd1b9fa37c4af509ef0f3849fd1d7bf,332.4443100069984,185.1220468909887,122.27759408299607
158,train/attack/digital_2/scan/portugal-029_03.jpg,digital_2,scan,2484024,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/158_d1d75dc8607c,46ac81f69ff035a26e2239a19a6ad82bbfc0ed35b9b1160010c51743720f1d9b,34.14660587200342,18.757935746965813,7.616660629006219
159,train/attack/digital_1/huawei/portugal-119_03.jpg,digital_1,huawei,6339249,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/159_b87c30bc7e20,5f1044d31d5d75961d95d41e44f6aa8596a4d231cb6fe6ea57d2b6d2b00990fa,843.8033844829988,452.93306486099027,345.2940794479873
160,train/attack/digital_1/iphone15pro/portugal-119_03.jpg,digital_1,iphone15pro,5144078,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/160_bc8bc47695e5,3d46571770a89ceb425057a30a592c0e7abe62455bdcb48ff42a3307b17a8ad2,282.7144713460002,178.08193009799288,80.77938526500657
161,train/attack/digital_1/scan/portugal-119_03.jpg,digital_1,scan,2486016,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/161_26e175f907a4,a54e66796729f98d29cb8326b7bd68010cba8e911279964b8a70a3be595e3a29,31.506488828003057,16.966023350993055,6.86452922999888
162,train/attack/digital_2/huawei/portugal-119_03.jpg,digital_2,huawei,6339249,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/162_b97afa669aeb,17fdaf2f65d30f4692e7eb91b5aa4574440af53250e320c60cd70bc024b344ea,813.6828788809944,445.4535592829998,325.2606871440148
163,train/attack/digital_2/iphone15pro/portugal-119_03.jpg,digital_2,iphone15pro,5144078,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/163_92dbbe0367eb,33e9594261cb20c0d4c33b3741483fe30f9e454e9f88e1ef1ba72843dd944456,266.93398609200085,177.44940179197147,64.60044214500522
164,train/attack/digital_2/scan/portugal-119_03.jpg,digital_2,scan,2486016,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/164_9cd4c9c96304,d87a5337c5b01ad9a419399fa20171cb71f8d72d7a8deb6f89d947e28ba7bd5a,32.32716358500329,17.103954694990534,6.805285437993007
165,train/attack/digital_1/huawei/portugal-NF-1060.jpg,digital_1,huawei,6365130,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/165_ecf44787190f,3432dd9c87898c61d3ec31cc9621c8b818d7af09cc90203e2fd43d072ca847ee,850.3804837329953,468.2506937029975,338.89374506103195
166,train/attack/digital_1/iphone15pro/portugal-NF-1060.jpg,digital_1,iphone15pro,5146265,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/166_3ea2dd9e9782,54c128520df5dcb07bd45e171218612eefb198919e424c33d41663ffa2bbfffb,342.5133897920023,194.88031102198875,122.2917610059958
167,train/attack/digital_1/scan/portugal-NF-1060.jpg,digital_1,scan,2489760,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/167_b98096f927a5,966396aa9462e71205fbb0ee87938f5fdc16aeb830196c7184c4b7a136c8be43,33.89125378100289,17.117249700990214,6.741254172025947
168,train/attack/digital_2/huawei/portugal-NF-1060.jpg,digital_2,huawei,6365130,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/168_3d90026e78b2,59452afda132fd12889218d6df020c3c532bfc0365922cc85e1aa975adfd8544,866.4081532429991,459.8820994320122,362.98833047301014
169,train/attack/digital_2/iphone15pro/portugal-NF-1060.jpg,digital_2,iphone15pro,5146265,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/169_487cec904848,6e0f2253ca391c337cc4959ee5484e7901ed18c940c254d11e469472caa85ced,342.47975774000224,194.80130303599435,122.07962683601363
170,train/attack/digital_2/scan/portugal-NF-1060.jpg,digital_2,scan,2489760,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/170_7db10377b55f,c457139e83fc1ec83ed4840b038c2dd7af4cd9b2d61b5df3b20a7ac3aecd0357,33.10139644800074,17.070781960013846,6.846233060998202
171,train/attack/digital_1/huawei/portugal-NF-1066.jpg,digital_1,huawei,5730819,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/171_6e4aa48a8c9b,e685d3ea4c20c42a2ecf89f166b9f0a756ea5543bd2da07d994ac24f7a00a9fd,461.6439141439987,259.1040933750046,171.11943107799743
172,train/attack/digital_1/iphone15pro/portugal-NF-1066.jpg,digital_1,iphone15pro,4256707,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/172_e72a58e9fcdd,53648dc133b14541641a9db7af286c4183e0188b140ed326384f3d8036f41ea3,66.56217464899964,38.27801162299147,13.915148807995138
173,train/attack/digital_1/scan/portugal-NF-1066.jpg,digital_1,scan,2485770,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/173_74222ec1da01,85b49ddda6223adc3d4615a6098d84daf356a7cb000233eaf22e8434fac4f7eb,32.93786853399797,17.3600662230092,7.033856404996186
174,train/attack/digital_2/huawei/portugal-NF-1066.jpg,digital_2,huawei,5730819,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/174_d1024382668e,18b956d12ecf0ccfacbed728b9cb5c413f20b9ac14176727e60e8521a0cbb65b,468.5755655989997,253.38526018302946,183.54119940699456
175,train/attack/digital_2/iphone15pro/portugal-NF-1066.jpg,digital_2,iphone15pro,4256707,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/175_3ecae9b10bcd,c255ad6ac14f0e9efeaeffeeb3e2a4857ceff45b781829e36a319359ac60335d,65.35892785200122,38.325568451000436,13.938825681994786
176,train/attack/digital_2/scan/portugal-NF-1066.jpg,digital_2,scan,2485770,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/176_1637321b7d45,cf9b817db476bb42e7cbcedeb133188fe45b12e3941af670c93ed7da7359218f,33.22801494799933,17.444342588991276,7.061146965992521
177,train/attack/digital_1/huawei/portugal-NF-1109.jpg,digital_1,huawei,6370896,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/177_a97ae97b1f33,35a530e3f7a8fbbeb1a0a6453e95b8c50da43988ddb45378067713c9792e84e9,834.7712493619983,582.1867978180089,212.87596346098871
178,train/attack/digital_1/iphone15pro/portugal-NF-1109.jpg,digital_1,iphone15pro,5142210,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/178_01a29bde747d,23404f4e1d9bd1d914789b719ee2648ef131d0d2d350329aeb16d877b0082a75,326.7074042109962,194.55052483098552,108.71751850302098
179,train/attack/digital_1/scan/portugal-NF-1109.jpg,digital_1,scan,2493750,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/179_98ee27d9e1a4,692723ac86193e83c690bad06047eef395e0e8a99ebdb433062ff11cecb5847c,40.95224287400197,22.771397472002718,9.41793243597931
180,train/attack/digital_2/huawei/portugal-NF-1109.jpg,digital_2,huawei,6370896,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/180_27083cedb9d1,a4d64f892f0e573ac9cab156e6cb4ca42ad75da91421c24131606621aa083d99,617.2286095350064,337.23200036898197,235.65976522998972
181,train/attack/digital_2/iphone15pro/portugal-NF-1109.jpg,digital_2,iphone15pro,5142210,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/181_a7f830d3eb95,e3aea2c364a450deaeafee9ed94581276c52ed4c5571cec0af44c0417f2c1528,334.97418219599786,188.13744227400457,119.94731808800134
182,train/attack/digital_2/scan/portugal-NF-1109.jpg,digital_2,scan,2493750,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/182_cde9c43c1604,21b5079fe6f86e79ae0bbeb4433b861c8a2620bf79271cb8d11a46b8f6c3678f,32.653528191003716,17.314838996004255,6.9852707710088
183,train/attack/digital_1/huawei/russian-062_03.jpg,digital_1,huawei,6323465,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/183_c6ec6c889ef4,630094bcf331c8368f076ffe451dbf9af86a9c119e1c4fa042a01cff2b4aab9b,821.8694401759931,432.24362670298433,347.1208519639913
184,train/attack/digital_1/iphone15pro/russian-062_03.jpg,digital_1,iphone15pro,5093475,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/184_a8e0ef4a3717,2a3eca74e55ea58a518b2394552e39cf4075c5299d89d4767976d09553ca331f,257.23069335599575,170.60862668501068,62.52351728500798
185,train/attack/digital_1/scan/russian-062_03.jpg,digital_1,scan,2487765,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/185_ce4615567ebd,79331c2a410ca6a50362c11e9204fcf371f09413fb55e921fda9e6b3636f3b4b,33.18029634200502,17.28518103699753,6.924278861006314
186,train/attack/digital_2/huawei/russian-062_03.jpg,digital_2,huawei,6323465,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/186_f6dc4127e57d,4511f0c92fb0db42b2ba25954bfd01736c3c543d87815a47b1936737c57d432a,800.9328441609978,418.4721449530043,336.3367752419945
187,train/attack/digital_2/iphone15pro/russian-062_03.jpg,digital_2,iphone15pro,5093475,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/187_3749ed2cfd94,73746e1ec8bfbce1f5300ab8081a9c7d7941d0b4b2430f7e072dee78c0ad9842,262.5907531269986,174.28165787601756,64.00419734501338
188,train/attack/digital_1/huawei/russian-132_03.jpg,digital_1,huawei,6322140,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/188_692e42c52664,2aba08a6034d7f78162814602db61431ebb117dbb71e8385883d3b77ac0a1642,776.2231236149964,392.3544268199985,340.84933502500644
189,train/attack/digital_1/iphone15pro/russian-132_03.jpg,digital_1,iphone15pro,5062149,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/189_e86b90f0c8d4,d0e52d5723e2659272b38c20dd7d941c784f9cb5f77dbfe6548cee7036d9f935,215.88851139100007,130.6144909200084,63.3109090969956
190,train/attack/digital_1/scan/russian-132_03.jpg,digital_1,scan,2486518,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/190_b40dad6eb658,fb540c787ff53570b69f3503acc11d9f4a82112ba6582b710a01cb18501cbea8,33.57827041800192,17.337708648992702,7.278240190003999
191,train/attack/digital_2/huawei/russian-132_03.jpg,digital_2,huawei,6322140,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/191_4003eac474a7,f7a635dead46f575f68ab87f3981d3bc5704ee31bf417f4995df5d90860280ef,727.2412735749967,374.78596000899415,308.099577405992
192,train/attack/digital_2/iphone15pro/russian-132_03.jpg,digital_2,iphone15pro,5062149,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/192_d5630e16fe0a,3b940b3c8ed702c081f94a5c0a0e5512c95a11bd594559553e9de33e728baaa0,232.1106110289984,134.89982013102417,75.8683089039987
193,train/attack/digital_2/scan/russian-132_03.jpg,digital_2,scan,2486518,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/193_055de2838397,9bf0f0b8d6b13bf71fab10a89736be06072b332f84ae4c4b411e6caea2a1f38e,32.512099594001484,17.250786304983194,6.851532254993799
194,train/attack/digital_1/huawei/russian-NF-1089.jpg,digital_1,huawei,6487404,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/194_e9b07d0c1941,2823dff4d42d1b2150dbf6ebc2a5862e339113ff6dde8a00ab193511f0def7e6,996.5415119220052,513.6422928760003,437.0425201530088
195,train/attack/digital_1/iphone15pro/russian-NF-1089.jpg,digital_1,iphone15pro,5084744,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/195_e93781601779,a991eff7501c573ddbcc2263ea076bc08f775c087dedc2ceefe22e636acf6b72,265.0898897980005,153.13579691100313,87.05789409999852
196,train/attack/digital_1/scan/russian-NF-1089.jpg,digital_1,scan,2482032,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/196_81bbcff3bdcd,45d7d53cc118b2f781b18522f4c7be37c88637e8ec92120379e82189cb1c5af7,33.01359103999857,17.142991969012655,6.848481029010145
197,train/attack/digital_2/iphone15pro/russian-NF-1089.jpg,digital_2,iphone15pro,5084744,/home/u5757978/ForgedDocDeepID/output/LABPC/trufor_adversarial_localisation_attack/full_population/images/197_d1b4783eff5c,1718e923f5d1292b7d6c9de0a9b8c122ac861202d74a28c555fea52d427fdf4b,266.2694755419943,152.923561721007,86.92586462798499
